Wall time,Step,Value
1727209345.2766469,0,0.9021828174591064
1727211156.5668883,1,0.9276578426361084
1727212962.4246604,2,0.9385584592819214
1727214606.2405756,3,0.9484953284263611
1727216231.757066,4,0.9531817436218262
1727217854.6730635,5,0.955976665019989
1727219473.7020442,6,0.9608681797981262
1727221090.8430119,7,0.96204674243927
1727222704.396576,8,0.9633093476295471
1727224320.7961264,9,0.965138852596283
1727225935.0495412,10,0.967007577419281
1727227552.089217,11,0.9683681726455688
1727229166.0346172,12,0.9700863361358643
1727230779.3707697,13,0.9704695343971252
1727232395.213461,14,0.9721768498420715
1727234004.4686646,15,0.9713876843452454
1727235615.8376265,16,0.9731883406639099
1727237224.4212759,17,0.9743945002555847
1727238841.8334327,18,0.9733818173408508
1727240457.3069942,19,0.9740712642669678
1727242073.0910938,20,0.9751172065734863
1727243690.5716128,21,0.9759907126426697
1727245304.8504353,22,0.9761079549789429
1727246911.546474,23,0.9774734973907471
1727248523.6090102,24,0.9771082997322083
1727250129.5452368,25,0.9772962331771851
1727251741.2387385,26,0.9774367213249207
1727253355.669246,27,0.9616221189498901
1727254967.9543965,28,0.939959704875946
1727256431.8205376,29,0.47843092679977417
1727257744.4995787,30,0.0
1727259056.305371,31,0.0
1727260373.5719934,32,0.0
1727261686.7586775,33,0.0
1727263007.639747,34,0.0
1727264322.890389,35,0.0
1727265631.6708262,36,0.0
1727266943.2271929,37,0.0
1727268258.2126818,38,0.0
1727269575.4503596,39,0.0
1727270887.8216546,40,0.0
1727272201.3016944,41,0.0
1727273511.9270794,42,0.0
1727274826.970086,43,0.0
1727276137.2892535,44,0.0
1727277446.575979,45,0.0
1727278761.947995,46,0.0
1727280024.664714,47,0.0
1727281491.369619,48,0.0
1727282954.9384568,49,0.0
1727284409.316648,50,0.0
1727285877.5650547,51,0.0
1727287333.9783914,52,0.0
1727288798.9538155,53,0.0
1727290250.4742043,54,0.0
1727291558.9742575,55,0.0
1727292876.1449637,56,0.0
1727294190.8007557,57,0.0
1727295501.9009697,58,0.0
1727296808.1258125,59,0.0
1727298113.3620849,60,0.0
1727299428.852697,61,0.0
1727300736.4797266,62,0.0
1727302049.3340755,63,0.0
1727303358.5973976,64,0.0
1727304670.2312515,65,0.0
1727305988.5506566,66,0.0
1727307302.092216,67,0.0
1727308617.2722628,68,0.0
1727309932.7043536,69,0.0
1727311249.9797032,70,0.0
1727312563.6222649,71,0.0
1727313872.9845674,72,0.0
1727315185.8469646,73,0.0
1727316496.0058935,74,0.0
1727317809.8028796,75,0.0
1727319130.4441102,76,0.0
1727320446.8026993,77,0.0
1727321762.80422,78,0.0
1727323080.8657413,79,0.0
1727324393.2422879,80,0.0
1727325706.1916049,81,0.0
1727327016.6286445,82,0.0
1727328328.9139462,83,0.0
1727329640.9750032,84,0.0
1727330951.4986632,85,0.0
1727332261.5006313,86,0.0
1727333568.5347388,87,0.0
1727334877.6336474,88,0.0
1727336186.868429,89,0.0
1727337498.4353948,90,0.0
1727338805.6622398,91,0.0
1727340118.6344504,92,0.0
1727341430.5950031,93,0.0
1727342739.1236682,94,0.0
1727344050.5980542,95,0.0
1727345371.6061914,96,0.0
1727346686.9747813,97,0.0
1727348008.9661489,98,0.0
1727349327.8692336,99,0.0
1727350645.3105023,100,0.0
1727351957.4357264,101,0.0
1727353272.7608774,102,0.0
1727354587.117948,103,0.0
1727355899.473425,104,0.0
1727357199.8941574,105,0.0
1727358660.2233288,106,0.0
1727360131.522633,107,0.0
1727361597.8820634,108,0.0
1727363066.5044208,109,0.0
1727364538.001316,110,0.0
1727365994.8201787,111,0.0
1727367423.115398,112,0.0
1727368737.534143,113,0.0
1727370053.8044827,114,0.0
1727371368.8800192,115,0.0
1727372681.8650987,116,0.0
1727373994.7329485,117,0.0
1727375310.2117562,118,0.0
1727376621.5032363,119,0.0
1727377935.6711402,120,0.0
1727379255.1977422,121,0.0
1727380575.5181925,122,0.0
1727381888.4099555,123,0.0
1727383198.6440594,124,0.0
1727384508.974259,125,0.0
1727385830.2162514,126,0.0
1727387146.9701157,127,0.0
1727388462.727833,128,0.0
1727389776.6271267,129,0.0
1727391088.8907356,130,0.0
1727392407.6963038,131,0.0
1727393725.2274616,132,0.0
1727395042.3510652,133,0.0
1727396357.5531328,134,0.0
1727397670.3771236,135,0.0
1727398987.6946194,136,0.0
1727400306.0637813,137,0.0
1727401620.470598,138,0.0
1727402938.0993485,139,0.0
1727404253.3148763,140,0.0
1727405569.1118388,141,0.0
1727406890.432208,142,0.0
1727408208.600363,143,0.0
1727409528.7013261,144,0.0
1727410837.974706,145,0.0
1727412154.673245,146,0.0
1727413465.0569246,147,0.0
1727414776.8286803,148,0.0
1727416088.706903,149,0.0
1727417404.8281863,150,0.0
1727418719.1645763,151,0.0
1727420037.8771422,152,0.0
1727421371.8984342,153,0.0
1727422695.8103123,154,0.0
1727424017.9053574,155,0.0
1727425345.7592735,156,0.0
1727426661.9819896,157,0.0
1727427985.874733,158,0.0
1727429303.9840763,159,0.0
1727430620.2555747,160,0.0
1727431938.2094593,161,0.0
1727433205.3947392,162,0.0
1727434624.4742503,163,0.0
1727436102.2463505,164,0.0
1727437569.9449706,165,0.0
1727439043.5132744,166,0.0
1727440518.1126614,167,0.0
1727441992.4722245,168,0.0
1727443465.9417052,169,0.0
1727444839.8157692,170,0.0
1727446156.8599432,171,0.0
1727447469.669975,172,0.0
1727448787.0786169,173,0.0
1727450099.7990367,174,0.0
1727451412.9004998,175,0.0
1727452721.9235516,176,0.0
1727454033.930172,177,0.0
1727455344.1490426,178,0.0
1727456657.386131,179,0.0
1727457973.423198,180,0.0
1727459293.6651402,181,0.0
1727460612.1359892,182,0.0
1727461928.0011826,183,0.0
1727463245.029075,184,0.0
1727464558.653907,185,0.0
1727465870.9895422,186,0.0
1727467194.7383401,187,0.0
1727468510.3673186,188,0.0
1727469826.119946,189,0.0
1727471147.5657797,190,0.0
1727472464.7349532,191,0.0
1727473779.4929948,192,0.0
1727475104.7386088,193,0.0
1727476418.8819814,194,0.0
1727477732.376604,195,0.0
1727479044.5207853,196,0.0
1727480358.5307074,197,0.0
1727481674.1234884,198,0.0
1727482994.0107005,199,0.0
1727484313.316122,200,0.0
1727485627.8009984,201,0.0
1727486942.1422591,202,0.0
1727488259.3892512,203,0.0
1727489572.713025,204,0.0
1727490891.3929076,205,0.0
1727492205.5498867,206,0.0
1727493516.7256954,207,0.0
1727494829.2129266,208,0.0
1727496148.5358624,209,0.0
1727497462.9207754,210,0.0
1727498779.3077767,211,0.0
1727500104.8806412,212,0.0
1727501423.0338144,213,0.0
1727502744.0641804,214,0.0
1727504062.4699824,215,0.0
1727505385.0574226,216,0.0
1727506700.7024105,217,0.0
1727508017.907179,218,0.0
1727509335.091945,219,0.0
1727510579.6084127,220,0.0
1727512058.5581007,221,0.0
1727513529.9099925,222,0.0
1727515010.8247502,223,0.0
1727516491.5776567,224,0.0
1727517955.3559325,225,0.0
1727519430.0233119,226,0.0
1727520906.2766402,227,0.0
1727522225.877995,228,0.0
1727523538.414233,229,0.0
1727524851.0497124,230,0.0
1727526171.4248443,231,0.0
1727527488.16614,232,0.0
1727528803.0424128,233,0.0
1727530123.3233438,234,0.0
1727531441.2423017,235,0.0
1727532760.5405607,236,0.0
1727534074.4541702,237,0.0
1727535391.746474,238,0.0
1727536714.7376237,239,0.0
1727538029.2938442,240,0.0
1727539346.1068547,241,0.0
1727540663.9341102,242,0.0
1727541989.2064328,243,0.0
1727543305.630782,244,0.0
1727544623.0240793,245,0.0
1727545940.5825822,246,0.0
1727547262.2734973,247,0.0
1727548581.1888027,248,0.0
1727549895.5880642,249,0.0
1727551216.3844564,250,0.0
1727552535.374694,251,0.0
1727553850.4380877,252,0.0
1727555165.6779602,253,0.0
1727556482.995476,254,0.0
1727557795.119717,255,0.0
1727559106.1543322,256,0.0
1727560423.8954558,257,0.0
1727561739.073069,258,0.0
1727563052.9585326,259,0.0
1727564368.1612592,260,0.0
1727565680.9178007,261,0.0
1727567003.9796624,262,0.0
1727568324.2365532,263,0.0
1727569638.2427213,264,0.0
1727570953.3565822,265,0.0
1727572273.5566602,266,0.0
1727573590.986065,267,0.0
1727574910.327295,268,0.0
1727576224.2475572,269,0.0
