Wall time,Step,Value
1720420363.808014,0,0.6358309984207153
1720420541.8646693,1,0.63844895362854
1720420711.599237,2,0.6733642816543579
1720420881.5640776,3,0.6117810606956482
1720421051.5684557,4,0.6878865957260132
1720421220.8795898,5,0.6579855680465698
1720421391.1339748,6,0.709951639175415
1720421560.9070404,7,0.6638500094413757
1720421731.6943252,8,0.6732688546180725
1720421901.2945256,9,0.6709696650505066
1720422072.1724563,10,0.6509624719619751
1720422241.8460605,11,0.6638226509094238
1720422413.3800895,12,0.6075937151908875
1720422583.7306337,13,0.6837893128395081
1720422753.6139925,14,0.6477028131484985
1720422929.9792023,15,0.6463475823402405
1720423100.026848,16,0.6247604489326477
1720423271.016817,17,0.6408503651618958
1720423440.4478984,18,0.6628672480583191
1720423611.4787102,19,0.6701915264129639
1720423782.944567,20,0.6508684158325195
1720423953.781297,21,0.6752845644950867
1720424124.5077715,22,0.6126694083213806
1720424295.2227697,23,0.65506911277771
1720424465.3935764,24,0.6270618438720703
1720424635.7628021,25,0.6519168019294739
1720424806.3210049,26,0.6162096261978149
1720424975.4486957,27,0.6242696046829224
1720425144.7279363,28,0.6363421082496643
1720425315.4040594,29,0.6475885510444641
1720425484.7217677,30,0.638116717338562
1720425654.1143253,31,0.5967276692390442
1720425823.555484,32,0.6237154006958008
1720425993.3496878,33,0.5848466157913208
1720426162.982908,34,0.6191484332084656
1720426332.0446446,35,0.5966058373451233
1720426501.7379034,36,0.6330769658088684
1720426671.2557342,37,0.6244127154350281
1720426841.7566469,38,0.6746222972869873
1720427011.1732118,39,0.6640798449516296
1720427181.3063288,40,0.5775162577629089
1720427349.806287,41,0.618301510810852
1720427519.5301533,42,0.6067216992378235
1720427689.3256216,43,0.6231482028961182
1720427858.8371472,44,0.6131811738014221
1720428029.781583,45,0.6248302459716797
1720428199.5109346,46,0.6128758192062378
1720428369.0310926,47,0.6012585163116455
1720428539.3549116,48,0.6422556042671204
1720428708.6597593,49,0.6542460322380066
1720428878.0834515,50,0.6503822207450867
1720429047.6221085,51,0.5689319372177124
1720429217.062892,52,0.7015728950500488
1720429387.3574297,53,0.6675223708152771
1720429557.4527338,54,0.6329202055931091
1720429727.357744,55,0.6534344553947449
1720429897.0578964,56,0.6484354734420776
1720430066.9680874,57,0.6575856804847717
1720430236.6395745,58,0.6471792459487915
1720430406.7524028,59,0.6076157689094543
1720430576.2047312,60,0.6387127041816711
1720430747.1173494,61,0.6063249707221985
1720430917.6352735,62,0.6082965731620789
1720431090.3235435,63,0.6641902327537537
1720431261.2137227,64,0.64754718542099
1720431431.883035,65,0.6349202394485474
1720431600.9755263,66,0.6432219743728638
1720431772.3706508,67,0.6083550453186035
1720431943.287485,68,0.5962032675743103
1720432115.1110902,69,0.649937629699707
1720432286.1463096,70,0.6514145135879517
1720432457.619362,71,0.6488212943077087
1720432629.1881313,72,0.5998262763023376
1720432799.829692,73,0.6366690993309021
1720432969.7763848,74,0.5908094644546509
1720433140.1347816,75,0.6057679057121277
1720433310.5753593,76,0.6145800352096558
1720433481.225849,77,0.6560561656951904
1720433652.1393683,78,0.6289835572242737
1720433822.118813,79,0.6180136203765869
1720433991.9521677,80,0.5848742723464966
1720434162.4177065,81,0.5987828373908997
1720434332.5845966,82,0.602705717086792
1720434502.8232052,83,0.5825873017311096
1720434671.9840312,84,0.6303548216819763
1720434842.5919514,85,0.6107869744300842
1720435013.0837584,86,0.5909645557403564
1720435183.3070998,87,0.5990456342697144
1720435352.86676,88,0.612492024898529
1720435522.6934779,89,0.5966041088104248
1720435692.873697,90,0.6340596079826355
1720435862.8849258,91,0.7148083448410034
1720436032.5970097,92,0.5676799416542053
1720436201.8682332,93,0.6249775290489197
1720436371.3511314,94,0.5879154801368713
1720436540.5257134,95,0.6291699409484863
1720436710.7030046,96,0.6215522289276123
1720436880.01045,97,0.6425130367279053
1720437050.0891094,98,0.6126485466957092
1720437220.1519556,99,0.5767216682434082
1720437389.8453417,100,0.6045610308647156
1720437559.1984608,101,0.5335701704025269
1720437728.5482888,102,0.6197406053543091
1720437897.9717553,103,0.6336127519607544
1720438067.2156875,104,0.6034576296806335
1720438236.822989,105,0.6058468222618103
1720438406.4087338,106,0.624026358127594
1720438576.7393947,107,0.5644437670707703
1720438746.4291508,108,0.6403658986091614
1720438917.0388145,109,0.6253893971443176
1720439086.5367618,110,0.654581606388092
1720439256.0059886,111,0.6277338862419128
1720439425.465051,112,0.6331000924110413
1720439595.0836854,113,0.6217315196990967
1720439764.5703204,114,0.6668322682380676
1720439934.7919793,115,0.6457439661026001
1720440104.3648038,116,0.6636768579483032
1720440274.9366136,117,0.5919824838638306
1720440444.352753,118,0.5915471315383911
1720440613.8453963,119,0.6500266790390015
1720440783.871149,120,0.7061002850532532
1720440953.7745178,121,0.6056305766105652
1720441124.3537292,122,0.6726840138435364
1720441293.865014,123,0.6154845356941223
1720441464.0560133,124,0.6289743185043335
1720441640.5526013,125,0.6085188388824463
1720441823.5614784,126,0.6311708688735962
1720442008.329631,127,0.5639969706535339
1720442191.9829898,128,0.6273300647735596
1720442377.2890706,129,0.6896536946296692
1720442559.3327508,130,0.6983897089958191
1720442743.2611933,131,0.6482466459274292
1720442926.434432,132,0.6334548592567444
1720443109.8430042,133,0.657732367515564
1720443293.4330082,134,0.6167054772377014
1720443476.6035147,135,0.5922296643257141
1720443660.1941025,136,0.6334126591682434
1720443843.0951626,137,0.5589199662208557
1720444027.443396,138,0.47163403034210205
1720444211.0530648,139,0.6010098457336426
1720444395.3320804,140,0.5731344223022461
1720444580.1118085,141,0.6978005170822144
1720444763.4535952,142,0.6505047678947449
1720444947.9213953,143,0.6570616960525513
1720445130.9858754,144,0.642606794834137
1720445304.7175252,145,0.5683369040489197
1720445473.8720503,146,0.6747384667396545
1720445643.3993576,147,0.6351400017738342
1720445813.6945717,148,0.6394227743148804
1720445983.462929,149,0.5811305046081543
1720446153.3460302,150,0.6493391394615173
1720446322.8203554,151,0.6056161522865295
1720446492.79496,152,0.6039689779281616
1720446663.0957842,153,0.685397744178772
1720446831.9865348,154,0.6327452063560486
1720447001.978748,155,0.6362293362617493
1720447170.9387915,156,0.5908228158950806
1720447340.3803034,157,0.6247498393058777
1720447509.6527271,158,0.5894131660461426
1720447680.5107899,159,0.6522300839424133
1720447850.2760508,160,0.5820494890213013
1720448019.7259078,161,0.5945799946784973
1720448188.9704125,162,0.5965388417243958
1720448358.584358,163,0.648281991481781
1720448528.677655,164,0.6296087503433228
1720448697.7623582,165,0.5638419389724731
1720448867.536364,166,0.6422768235206604
1720449037.1523974,167,0.6210856437683105
1720449206.7777076,168,0.6249193549156189
1720449375.9788134,169,0.5943395495414734
1720449545.8412833,170,0.6462056040763855
1720449714.8930333,171,0.5656006932258606
1720449885.858385,172,0.6037693023681641
1720450055.0824218,173,0.5870805978775024
1720450224.5783546,174,0.6484149098396301
1720450396.2355552,175,0.6080204248428345
1720450567.3225658,176,0.6529010534286499
1720450738.3041449,177,0.6837524771690369
1720450909.0104048,178,0.621014416217804
1720451078.3878818,179,0.6034381985664368
1720451248.3823109,180,0.6496973037719727
1720451418.5848517,181,0.6076996326446533
1720451588.6645834,182,0.646003782749176
1720451758.1949189,183,0.6636103987693787
1720451927.8562214,184,0.5933005809783936
1720452099.049023,185,0.5858573317527771
1720452269.7177129,186,0.5218014717102051
1720452439.2370446,187,0.6164311766624451
1720452608.788571,188,0.6717860102653503
1720452778.448048,189,0.6708149909973145
1720452949.0820947,190,0.6853553056716919
1720453118.7431529,191,0.6464827656745911
1720453288.2668877,192,0.6393035650253296
1720453457.8964534,193,0.6126961708068848
1720453626.9406943,194,0.7134799361228943
1720453797.1276824,195,0.6336191296577454
1720453966.66682,196,0.6051434278488159
1720454135.97006,197,0.5994628667831421
1720454304.6975253,198,0.6156144738197327
1720454474.2735357,199,0.5989491939544678
1720454643.1512597,200,0.6400254368782043
1720454813.1183708,201,0.6478927135467529
1720454983.2093391,202,0.5890190601348877
1720455152.9896,203,0.5950639843940735
1720455323.2296383,204,0.6139354705810547
