Wall time,Step,Value
1727209345.2772305,0,0.5759064555168152
1727211156.567139,1,0.7026068568229675
1727212962.4250925,2,0.7581245303153992
1727214606.240864,3,0.7394349575042725
1727216231.7573247,4,0.8379005193710327
1727217854.6732867,5,0.7724295258522034
1727219473.7022843,6,0.7323906421661377
1727221090.843227,7,0.8264207243919373
1727222704.3968318,8,0.7599316239356995
1727224320.7963364,9,0.8409759402275085
1727225935.0500937,10,0.7731904983520508
1727227552.0894945,11,0.7863156795501709
1727229166.0348752,12,0.818612813949585
1727230779.3709626,13,0.847586989402771
1727232395.213754,14,0.81292724609375
1727234004.4689016,15,0.8151761293411255
1727235615.8378518,16,0.8712363839149475
1727237224.4214964,17,0.8283291459083557
1727238841.8337512,18,0.8677366971969604
1727240457.307368,19,0.8226898908615112
1727242073.091354,20,0.7283235192298889
1727243690.5718436,21,0.7959083914756775
1727245304.8509097,22,0.8398839235305786
1727246911.5466766,23,0.8723665475845337
1727248523.6092918,24,0.819895327091217
1727250129.545613,25,0.7436412572860718
1727251741.2389522,26,0.8189055919647217
1727253355.6694975,27,0.4186224639415741
1727254967.954639,28,0.3280641436576843
1727256431.8210251,29,0.0
1727257744.4998786,30,0.0
1727259056.305599,31,0.0
1727260373.5722632,32,0.0
1727261686.7588701,33,0.0
1727263007.6399791,34,0.0
1727264322.8906603,35,0.0
1727265631.6711004,36,0.0
1727266943.2274601,37,0.0
1727268258.213102,38,0.0
1727269575.4507592,39,0.0
1727270887.8219273,40,0.0
1727272201.3019319,41,0.0
1727273511.9273434,42,0.0
1727274826.9703465,43,0.0
1727276137.2895222,44,0.0
1727277446.5761838,45,0.0
1727278761.9482358,46,0.0
1727280024.6649697,47,0.0
1727281491.369986,48,0.0
1727282954.9387317,49,0.0
1727284409.317144,50,0.0
1727285877.5652723,51,0.0
1727287333.9786003,52,0.0
1727288798.9540431,53,0.0
1727290250.4744327,54,0.0
1727291558.974457,55,0.0
1727292876.1452367,56,0.0
1727294190.801051,57,0.0
1727295501.9011757,58,0.0
1727296808.1260102,59,0.0
1727298113.3623354,60,0.0
1727299428.85301,61,0.0
1727300736.4799929,62,0.0
1727302049.3343492,63,0.0
1727303358.5977738,64,0.0
1727304670.2315707,65,0.0
1727305988.5508838,66,0.0
1727307302.092556,67,0.0
1727308617.272508,68,0.0
1727309932.7046142,69,0.0
1727311249.9799838,70,0.0
1727312563.6225696,71,0.0
1727313872.9847975,72,0.0
1727315185.8472211,73,0.0
1727316496.0061197,74,0.0
1727317809.8031607,75,0.0
1727319130.4443011,76,0.0
1727320446.8030496,77,0.0
1727321762.804447,78,0.0
1727323080.866026,79,0.0
1727324393.2425745,80,0.0
1727325706.1918814,81,0.0
1727327016.628991,82,0.0
1727328328.914284,83,0.0
1727329640.975222,84,0.0
1727330951.4989448,85,0.0
1727332261.5009072,86,0.0
1727333568.5350258,87,0.0
1727334877.6339095,88,0.0
1727336186.8688033,89,0.0
1727337498.4356627,90,0.0
1727338805.662602,91,0.0
1727340118.63472,92,0.0
1727341430.5952468,93,0.0
1727342739.1239169,94,0.0
1727344050.5982661,95,0.0
1727345371.606428,96,0.0
1727346686.9750936,97,0.0
1727348008.9664323,98,0.0
1727349327.8694417,99,0.0
1727350645.3108077,100,0.0
1727351957.4359193,101,0.0
1727353272.7611558,102,0.0
1727354587.1181715,103,0.0
1727355899.4737828,104,0.0
1727357199.8943856,105,0.0
1727358660.223523,106,0.0
1727360131.5228431,107,0.0
1727361597.8823001,108,0.0
1727363066.5047455,109,0.0
1727364538.0015569,110,0.0
1727365994.8204274,111,0.0
1727367423.1157777,112,0.0
1727368737.5344317,113,0.0
1727370053.8047554,114,0.0
1727371368.8803186,115,0.0
1727372681.8654084,116,0.0
1727373994.73339,117,0.0
1727375310.2120583,118,0.0
1727376621.5034473,119,0.0
1727377935.67142,120,0.0
1727379255.1979363,121,0.0
1727380575.5185425,122,0.0
1727381888.410202,123,0.0
1727383198.6443064,124,0.0
1727384508.974613,125,0.0
1727385830.2164853,126,0.0
1727387146.9703515,127,0.0
1727388462.7280416,128,0.0
1727389776.6273699,129,0.0
1727391088.8909733,130,0.0
1727392407.6968088,131,0.0
1727393725.2277677,132,0.0
1727395042.3513753,133,0.0
1727396357.5533504,134,0.0
1727397670.3773382,135,0.0
1727398987.6948743,136,0.0
1727400306.0640948,137,0.0
1727401620.4708083,138,0.0
1727402938.0996165,139,0.0
1727404253.315169,140,0.0
1727405569.1120937,141,0.0
1727406890.4324603,142,0.0
1727408208.6005893,143,0.0
1727409528.7015498,144,0.0
1727410837.9749517,145,0.0
1727412154.6736975,146,0.0
1727413465.0571284,147,0.0
1727414776.8288877,148,0.0
1727416088.707103,149,0.0
1727417404.828618,150,0.0
1727418719.1648085,151,0.0
1727420037.8774848,152,0.0
1727421371.8987737,153,0.0
1727422695.8105483,154,0.0
1727424017.905664,155,0.0
1727425345.7595518,156,0.0
1727426661.982239,157,0.0
1727427985.8750472,158,0.0
1727429303.9844093,159,0.0
1727430620.2558596,160,0.0
1727431938.2097504,161,0.0
1727433205.3949654,162,0.0
1727434624.4746814,163,0.0
1727436102.246548,164,0.0
1727437569.9451969,165,0.0
1727439043.516981,166,0.0
1727440518.1128895,167,0.0
1727441992.4724815,168,0.0
1727443465.941929,169,0.0
1727444839.81606,170,0.0
1727446156.860159,171,0.0
1727447469.6702795,172,0.0
1727448787.0788138,173,0.0
1727450099.7992704,174,0.0
1727451412.900849,175,0.0
1727452721.9238474,176,0.0
1727454033.930493,177,0.0
1727455344.1492665,178,0.0
